CustomerName,Email,Phone,Price,Quantity,SKU,Description,ShippingStreet,ShippingCity,ShippingState,ShippingZip,OrderNotes
Vega Exports,vega.exports@zoho.com,+91-7603040792,44.19,4,CART-4265,Mobile Computer PDA,"698, Lake View Rd",Tiruvananthapuram,KL,695001,Express delivery
Phoenix Trade,phoenix.trade@icloud.com,+91-7464296175,9.53,28,AUDIO-2798,Warehouse Vest Orange,"760, Station Road",Pune,MH,411001,Fragile items
Omega Brands,omega.brands@nexusmail.com,+91-8929274613,14.15,31,PACK-4509,Bubble Wrap Roll,"396, Station Road",Chandigarh,CH,160001,Handle with care
Vertex Solutions,vertex.solutions@yahoo.com,+91-8497725745,8.58,27,RACK-6381,Aluminum Widget,"595, Business Center",Guwahati,AS,781001,Leave at front door
TechStart Inc,techstart.inc@icloud.com,+91-9891570076,6.84,3,CHARG-0150,Lithium Battery Pack,"367, Market Complex",Vadodara,GJ,390001,Express delivery
Phoenix Trade,phoenix.trade@fastmail.com,+91-7571795972,11.55,23,CABLE-5765,Receipt Printer Thermal,"737, Tower Road",Bhopal,MP,462001,Handle with care
Metro Supplies,metro.supplies@zoho.com,+91-9750394559,31.68,18,GLOVE-6169,Nitrile Gloves M 100pk,"621, MG Road",Jaipur,RJ,302001,Handle with care
NexGen Logistics,nexgen.logistics@icloud.com,+91-8061987182,11.03,50,RACK-5704,Pallet Rack 96in,"633, College Road",Udaipur,RJ,313001,
Zenith Group,zenith.group@yahoo.com,+91-7348075461,78.92,2,GLOVE-5303,Bluetooth Speaker,"791, Hospital Road",Bangalore,KA,560001,
Cascade Imports,cascade.imports@nexusmail.com,+91-7210918116,10.01,12,SCAN-4104,USB-C Hub 7-in-1,"39, College Road",Kolkata,WB,700001,Standard shipping
Astra Corporation,astra.corporation@yahoo.com,+91-7096532815,7.42,49,FILTER-1764,Thermal Label 4x6 250pk,"387, Industrial Blvd",Vadodara,GJ,390001,
Atlas Merchants,atlas.merchants@icloud.com,+91-7937439556,29.95,13,LIGHT-2656,Tamper Seal 100pk,"834, Market Complex",Indore,MP,452001,
Vertex Solutions,vertex.solutions@nexusmail.com,+91-7315236678,15.51,38,GADGET-2303,Aluminum Widget,"369, Hospital Road",Chennai,TN,600001,
Orion Industries,orion.industries@icloud.com,+91-9985194178,23.73,5,UNIF-8130,LED Desk Lamp,"853, Technology Park",Bhubaneswar,OD,751001,
Crest Enterprises,crest.enterprises@zoho.com,+91-9796428071,5.46,23,TOOL-7191,Tamper Seal 100pk,"641, Sector",Udaipur,RJ,313001,Weekend delivery
Phoenix Trade,phoenix.trade@yahoo.com,+91-8634140221,11.18,9,GADGET-9855,Utility Cart 300lb,"339, Main St",Chennai,TN,600001,Handle with care
Quantum Distribution,quantum.distribution@company.in,+91-7517247757,3.26,25,TOOL-8756,Wire Shelving Unit 5-tier,"248, College Road",Nashik,MH,422001,
Vega Exports,vega.exports@icloud.com,+91-9285624532,13.46,20,RACK-7717,Wireless Charger Pad,"669, Main St",Udaipur,RJ,313001,Weekend delivery
TechStart Inc,techstart.inc@rediffmail.com,+91-7194628256,39.33,17,LIGHT-8964,Water Filter Cartridge,"947, Hospital Road",Kochi,KL,682001,
Titan Trading,titan.trading@gmail.com,+91-9963289954,61.21,32,GADGET-5667,Precision Tool Kit,"973, Sector",Agra,UP,282001,Office hours only
Nova Distributors,nova.distributors@icloud.com,+91-9370215471,16.78,36,ELEC-0584,Cut Resistant Gloves L,"520, Technology Park",Chennai,TN,600001,Leave at front door
Atlas Merchants,atlas.merchants@rediffmail.com,+91-7070217255,31.12,31,WIDGET-3215,Utility Cart 300lb,"623, College Road",Coimbatore,TN,641001,Gift wrap please
Zenith Group,zenith.group@gmail.com,+91-7410366324,10.05,4,SEAL-9004,HDMI Cable 6ft,"119, Lake View Rd",Chandigarh,CH,160001,
InnovateTech,innovatetech@icloud.com,+91-7780440413,39.36,23,TOOL-9644,Aluminum Widget,"233, Sector",Allahabad,UP,211001,Rush delivery needed
Astra Corporation,astra.corporation@fastmail.com,+91-7185626608,151.24,1,LABEL-2959,Phone Case Silicone,"45, Ring Road",Bangalore,KA,560001,Handle with care
Apex Ventures,apex.ventures@icloud.com,+91-9154726040,13.41,19,TOOL-1252,Wireless Charger Pad,"961, Market Complex",Agra,UP,282001,Express delivery
Reliable Retail,reliable.retail@zoho.com,+91-9556582273,25.84,15,CASE-4002,Safety Goggles Anti-Fog,"915, Business Center",Amritsar,PB,143001,Call before delivery
Metro Supplies,metro.supplies@fastmail.com,+91-9311791509,49.38,7,GLOVE-4584,Basic Tool Set,"209, Bazaar Street",Udaipur,RJ,313001,Standard shipping
PrimeSourcing,primesourcing@fastmail.com,+91-9375328607,348.83,20,GADGET-3852,Thermal Label 4x6 250pk,"666, Hospital Road",Ludhiana,PB,141001,Call before delivery
Delta Commerce,delta.commerce@yahoo.com,+91-8258849375,89.07,32,TOOL-0979,Car Charger 36W,"876, Tower Road",Delhi,DL,110001,Office hours only
Zenith Group,zenith.group@zoho.com,+91-7674159719,8.77,25,BATT-7063,Utility Cart 300lb,"54, MG Road",Delhi,DL,110001,Gift wrap please
Elite Traders,elite.traders@gmail.com,+91-9472254068,6.74,49,CHARG-9683,Smart Bulb WiFi,"776, Main St",Bhubaneswar,OD,751001,Office hours only
Metro Supplies,metro.supplies@icloud.com,+91-8271798862,51.22,28,CASE-8762,Address Label 100pk,"435, Tower Road",Coimbatore,TN,641001,Weekend delivery
Astra Corporation,astra.corporation@icloud.com,+91-9443241224,81.83,17,CABLE-0249,Car Charger 36W,"819, MG Road",Goa,GA,403001,Express delivery
Pinnacle Wholesale,pinnacle.wholesale@yahoo.com,+91-8293015060,199.17,50,SCAN-4494,Shipping Box M,"276, MG Road",Agra,UP,282001,Office hours only
Pinnacle Wholesale,pinnacle.wholesale@icloud.com,+91-9739444670,30.26,8,BATT-7272,Address Label 100pk,"18, Lake View Rd",Mumbai,MH,400001,Call before delivery
Acme Corp,acme.corp@zoho.com,+91-7713863557,15.54,23,GADGET-9496,Basic Tool Set,"284, Bazaar Street",Bangalore,KA,560001,Weekend delivery
Nova Distributors,nova.distributors@fastmail.com,+91-9577946194,23.71,5,CHARG-8109,HDMI Cable 6ft,"233, MG Road",Varanasi,UP,221001,
NexGen Logistics,nexgen.logistics@outlook.com,+91-9242776416,45.61,15,LABEL-9501,Air Purifier Filter,"43, Market Complex",Hyderabad,TS,500001,Fragile items
Polaris Retail,polaris.retail@nexusmail.com,+91-9222956312,31.89,46,CART-0733,Barcode Scanner USB,"241, Ring Road",Hyderabad,TS,500001,Rush delivery needed
InnovateTech,innovatetech@yahoo.com,+91-7668652701,45.03,29,RACK-6085,Packing Tape 36yd,"74, MG Road",Udaipur,RJ,313001,Gift wrap please
Orion Industries,orion.industries@company.in,+91-8097663495,40.42,2,PRINT-6140,Nitrile Gloves M 100pk,"966, Business Center",Lucknow,UP,226001,Call before delivery
Nova Distributors,nova.distributors@gmail.com,+91-9988087493,89.15,24,WIDGET-1741,Barcode Scanner USB,"217, Hospital Road",Surat,GJ,395001,Fragile items
Metro Supplies,metro.supplies@fastmail.com,+91-9722186373,6.75,38,GADGET-2459,Shipping Box L,"781, MG Road",Udaipur,RJ,313001,Standard shipping
GlobalMart,globalmart@yahoo.com,+91-8796464798,24.98,37,CART-1987,Safety Goggles Anti-Fog,"818, Main St",Ludhiana,PB,141001,
Nova Distributors,nova.distributors@zoho.com,+91-9739485398,24.26,34,CASE-3999,Water Filter Cartridge,"249, Hospital Road",Goa,GA,403001,Gift wrap please
Helix Suppliers,helix.suppliers@rediffmail.com,+91-9271041594,40.98,30,LABEL-6717,Shipping Box M,"82, Ring Road",Ludhiana,PB,141001,Handle with care
Omega Brands,omega.brands@fastmail.com,+91-8471164899,199.93,24,AUDIO-9329,HDMI Cable 6ft,"948, Market Complex",Ahmedabad,GJ,380001,Gift wrap please
Quantum Distribution,quantum.distribution@proton.me,+91-8028425461,31.17,39,TOOL-6693,Packing Tape 36yd,"518, Industrial Blvd",Jaipur,RJ,302001,Call before delivery
Crest Enterprises,crest.enterprises@zoho.com,+91-8371744521,6.05,12,CART-7699,Power Adapter 100W,"130, College Road",Indore,MP,452001,Handle with care
TechStart Inc,techstart.inc@proton.me,+91-8687279377,81.95,45,PACK-6920,Shipping Box S,"131, Sector",Delhi,DL,110001,Fragile items
Polaris Retail,polaris.retail@fastmail.com,+91-9943754124,13.47,46,RACK-9974,Mobile Computer PDA,"111, Station Road",Agra,UP,282001,
TechStart Inc,techstart.inc@yahoo.com,+91-9735467106,4.51,29,CASE-7817,HDMI Cable 6ft,"752, Industrial Blvd",Amritsar,PB,143001,
Astra Corporation,astra.corporation@icloud.com,+91-8943358480,10.57,6,PRINT-7431,Shipping Box L,"329, Lake View Rd",Udaipur,RJ,313001,Office hours only
NexGen Logistics,nexgen.logistics@fastmail.com,+91-8117716329,33.92,50,RACK-8482,Safety Goggles Anti-Fog,"594, Market Complex",Faridabad,HR,121001,Express delivery
Phoenix Trade,phoenix.trade@proton.me,+91-7469215496,8.26,21,LIGHT-7054,Safety Goggles Anti-Fog,"285, Tower Road",Meerut,UP,250001,Fragile items
Horizon Wholesale,horizon.wholesale@icloud.com,+91-7943245893,4.13,7,GLOVE-7192,Bluetooth Speaker,"907, Industrial Blvd",Varanasi,UP,221001,Handle with care
Elite Traders,elite.traders@company.in,+91-8809376676,18.55,15,BATT-0449,Barcode Scanner USB,"925, Main St",Kolkata,WB,700001,Gift wrap please
Horizon Wholesale,horizon.wholesale@fastmail.com,+91-7084458436,29.94,13,LIGHT-4618,Wire Shelving Unit 5-tier,"437, Station Road",Bhubaneswar,OD,751001,
Delta Commerce,delta.commerce@fastmail.com,+91-9314425720,16.66,30,LABEL-7083,Cut Resistant Gloves L,"270, Park Ave",Jaipur,RJ,302001,
Phoenix Trade,phoenix.trade@outlook.com,+91-7259039155,46.86,47,TOOL-5360,Lithium Battery Pack,"520, Ring Road",Faridabad,HR,121001,
Pinnacle Wholesale,pinnacle.wholesale@zoho.com,+91-9923715027,60.82,44,SEAL-1646,Safety Goggles Anti-Fog,"326, Technology Park",Udaipur,RJ,313001,Call before delivery
Eclipse Logistics,eclipse.logistics@fastmail.com,+91-8921359310,298.02,41,AUDIO-3206,Wireless Charger Pad,"482, Industrial Blvd",Bangalore,KA,560001,Fragile items
Sigma Networks,sigma.networks@outlook.com,+91-8691838074,11.78,19,WIDGET-7116,Precision Tool Kit,"503, Market Complex",Mysore,KA,570001,Handle with care
Nova Distributors,nova.distributors@nexusmail.com,+91-8246192709,4.74,3,RACK-3846,Label Printer 4x6,"358, Lake View Rd",Nagpur,MH,440001,Office hours only
Vega Exports,vega.exports@outlook.com,+91-9610792578,15.66,15,PACK-9796,Shipping Box S,"557, Lake View Rd",Rajkot,GJ,360001,Express delivery
Elite Traders,elite.traders@yahoo.com,+91-8066242426,14.67,8,SEAL-1898,AA Rechargeable 4pk,"476, Ring Road",Ludhiana,PB,141001,Express delivery
Titan Trading,titan.trading@yahoo.com,+91-9890673404,13.81,45,GLOVE-9848,Packing Tape 36yd,"704, Technology Park",Amritsar,PB,143001,
Acme Corp,acme.corp@company.in,+91-8340217969,26.55,33,CART-5296,Wireless Charger Pad,"692, Ring Road",Faridabad,HR,121001,
Orion Industries,orion.industries@proton.me,+91-7879273636,12.03,28,AUDIO-5568,Label Printer 4x6,"839, Main St",Vadodara,GJ,390001,Rush delivery needed
Elite Traders,elite.traders@zoho.com,+91-7675691957,131.49,15,ELEC-5402,HDMI Cable 6ft,"620, Market Complex",Kochi,KL,682001,Weekend delivery
Acme Corp,acme.corp@gmail.com,+91-9510082468,26.64,6,TOOL-0807,Safety Goggles Anti-Fog,"216, Ring Road",Visakhapatnam,AP,530001,
Omega Brands,omega.brands@nexusmail.com,+91-7950831155,14.43,35,PACK-5432,Packing Tape 36yd,"221, Market Complex",Surat,GJ,395001,Gift wrap please
Astra Corporation,astra.corporation@nexusmail.com,+91-7335975732,16.01,3,PACK-7945,Smart Gadget Pro,"161, Business Center",Mumbai,MH,400001,Weekend delivery
Elite Traders,elite.traders@gmail.com,+91-7405159526,148.13,41,PRINT-6566,HDMI Cable 6ft,"838, Station Road",Ludhiana,PB,141001,
Horizon Wholesale,horizon.wholesale@company.in,+91-9498164444,60.01,5,WIDGET-0242,Utility Cart 300lb,"620, Bazaar Street",Chennai,TN,600001,
PrimeSourcing,primesourcing@yahoo.com,+91-8060765725,91.43,13,UNIF-0384,Tablet Folio Case,"281, Lake View Rd",Tiruvananthapuram,KL,695001,
Reliable Retail,reliable.retail@yahoo.com,+91-8407422197,129.88,42,AUDIO-6658,Platform Truck 600lb,"286, Lake View Rd",Nashik,MH,422001,Leave at front door
Elite Traders,elite.traders@fastmail.com,+91-9384061595,7.06,16,PACK-8956,Power Adapter 100W,"464, Technology Park",Udaipur,RJ,313001,Express delivery
Crest Enterprises,crest.enterprises@gmail.com,+91-8845324280,59.78,50,PRINT-5090,Water Filter Cartridge,"148, Hospital Road",Tiruvananthapuram,KL,695001,Express delivery
Atlas Merchants,atlas.merchants@yahoo.com,+91-8944442763,78.82,36,TOOL-2316,Bubble Wrap Roll,"632, College Road",Kolkata,WB,700001,Express delivery
Sigma Networks,sigma.networks@fastmail.com,+91-9426554285,19.00,4,CABLE-0599,Air Purifier Filter,"706, Tower Road",Ludhiana,PB,141001,Leave at front door
Nova Distributors,nova.distributors@proton.me,+91-8601481511,26.01,18,GLOVE-5129,Receipt Printer Thermal,"242, Ring Road",Mumbai,MH,400001,
Delta Commerce,delta.commerce@zoho.com,+91-9291320158,26.67,36,PACK-2086,Aluminum Widget,"166, Market Complex",Udaipur,RJ,313001,Standard shipping
Astra Corporation,astra.corporation@yahoo.com,+91-7127965598,26.47,13,GLOVE-2798,Label Printer 4x6,"823, Market Complex",Surat,GJ,395001,Handle with care
Sigma Networks,sigma.networks@outlook.com,+91-7964198694,29.18,26,CHARG-8561,Air Purifier Filter,"630, Bazaar Street",Kochi,KL,682001,Standard shipping
Apex Ventures,apex.ventures@icloud.com,+91-9630690478,15.08,10,PACK-8510,Barcode Scanner USB,"258, Lake View Rd",Surat,GJ,395001,Gift wrap please
Delta Commerce,delta.commerce@nexusmail.com,+91-9717872111,11.65,48,WIDGET-5206,Packing Tape 36yd,"184, Industrial Blvd",Srinagar,JK,190001,
Sigma Networks,sigma.networks@yahoo.com,+91-8762070108,38.79,20,FILTER-1552,Smart Gadget Lite,"640, Lake View Rd",Mumbai,MH,400001,Handle with care
Nova Distributors,nova.distributors@outlook.com,+91-8130392420,300.23,23,WIDGET-3157,Car Charger 36W,"292, College Road",Ahmedabad,GJ,380001,Gift wrap please
Cascade Imports,cascade.imports@proton.me,+91-8838680912,601.06,24,PRINT-3320,Precision Tool Kit,"607, Industrial Blvd",Rajkot,GJ,360001,Leave at front door
InnovateTech,innovatetech@nexusmail.com,+91-9611278461,30.24,12,RACK-6275,Water Filter Cartridge,"590, Hospital Road",Faridabad,HR,121001,Fragile items
Phoenix Trade,phoenix.trade@icloud.com,+91-7685832033,600.66,48,WIDGET-3799,Smart Bulb WiFi,"94, Bazaar Street",Faridabad,HR,121001,Express delivery
Vertex Solutions,vertex.solutions@icloud.com,+91-8059520195,79.89,10,GADGET-2245,Warehouse Vest Orange,"827, Lake View Rd",Lucknow,UP,226001,Rush delivery needed
Orion Industries,orion.industries@zoho.com,+91-8835461543,24.03,20,PACK-6317,Nitrile Gloves M 100pk,"364, Business Center",Varanasi,UP,221001,Gift wrap please
Eclipse Logistics,eclipse.logistics@fastmail.com,+91-7700931773,26.52,34,PRINT-4551,USB-C Cable 3ft,"861, Sector",Varanasi,UP,221001,
Omega Brands,omega.brands@zoho.com,+91-9948367070,30.73,45,PRINT-5705,AA Rechargeable 4pk,"26, College Road",Mysore,KA,570001,Weekend delivery
Apex Ventures,apex.ventures@zoho.com,+91-9871435032,8.85,47,PACK-6131,AA Rechargeable 4pk,"956, Station Road",Amritsar,PB,143001,Weekend delivery
Acme Corp,acme.corp@nexusmail.com,+91-8017053050,10.77,24,ELEC-6044,Wireless Charger Pad,"515, Bazaar Street",Vadodara,GJ,390001,Office hours only
Acme Corp,acme.corp@icloud.com,+91-8305115756,199.09,3,CHARG-4493,Label Printer 4x6,"59, Tower Road",Faridabad,HR,121001,Express delivery
Eclipse Logistics,eclipse.logistics@gmail.com,+91-8551394875,299.81,39,CART-1703,Smart Gadget Pro,"379, Main St",Chandigarh,CH,160001,Fragile items
Nova Distributors,nova.distributors@outlook.com,+91-7391317346,24.67,9,LABEL-1022,Air Purifier Filter,"100, College Road",Nagpur,MH,440001,
Omega Brands,omega.brands@company.in,+91-9743598079,600.94,42,FILTER-2773,Pallet Rack 96in,"740, Ring Road",Indore,MP,452001,Call before delivery
Vega Exports,vega.exports@gmail.com,+91-9494675735,48.25,27,CABLE-4369,Basic Tool Set,"177, Lake View Rd",Tiruvananthapuram,KL,695001,
TechStart Inc,techstart.inc@company.in,+91-9447210422,22.63,45,CASE-4486,Platform Truck 600lb,"360, Park Ave",Indore,MP,452001,
Metro Supplies,metro.supplies@zoho.com,+91-7598021326,6.34,37,BATT-5202,Pallet Rack 96in,"642, Main St",Chennai,TN,600001,Handle with care
Helix Suppliers,helix.suppliers@outlook.com,+91-9874442339,299.49,14,CASE-3131,HDMI Cable 6ft,"318, Main St",Mumbai,MH,400001,Handle with care
Zenith Group,zenith.group@company.in,+91-7740434673,13.25,18,CHARG-3265,AA Rechargeable 4pk,"303, Business Center",Nagpur,MH,440001,Standard shipping
Polaris Retail,polaris.retail@zoho.com,+91-8143194125,19.41,6,UNIF-7368,Label Printer 4x6,"704, College Road",Nashik,MH,422001,Call before delivery
NexGen Logistics,nexgen.logistics@gmail.com,+91-8421655471,200.26,10,PRINT-4730,Smart Bulb WiFi,"351, Station Road",Visakhapatnam,AP,530001,
Vega Exports,vega.exports@fastmail.com,+91-7715171300,24.08,6,CHARG-0516,USB-C Hub 7-in-1,"530, MG Road",Faridabad,HR,121001,Leave at front door
Atlas Merchants,atlas.merchants@outlook.com,+91-8847359533,8.34,9,RACK-0555,Air Purifier Filter,"719, Park Ave",Chandigarh,CH,160001,Call before delivery
Atlas Merchants,atlas.merchants@rediffmail.com,+91-9122923134,3.89,11,BATT-5866,Tablet Folio Case,"167, Lake View Rd",Mumbai,MH,400001,Call before delivery
Omega Brands,omega.brands@outlook.com,+91-9275767012,599.82,29,PACK-7760,Noise Canceling Headphones,"259, Station Road",Delhi,DL,110001,Office hours only
Apex Ventures,apex.ventures@icloud.com,+91-9500776448,12.19,31,ELEC-6898,Tamper Seal 100pk,"793, Business Center",Srinagar,JK,190001,Gift wrap please
Crest Enterprises,crest.enterprises@proton.me,+91-9905188230,21.66,11,UNIF-3252,Wire Shelving Unit 5-tier,"770, Industrial Blvd",Delhi,DL,110001,Leave at front door
PrimeSourcing,primesourcing@rediffmail.com,+91-9626355364,31.16,6,LABEL-6488,Lithium Battery Pack,"472, Main St",Hyderabad,TS,500001,Fragile items
Titan Trading,titan.trading@outlook.com,+91-7773936649,29.22,12,SEAL-1478,Noise Canceling Headphones,"158, MG Road",Indore,MP,452001,Fragile items
Omega Brands,omega.brands@rediffmail.com,+91-8801661648,79.37,31,LIGHT-7739,Shipping Box L,"852, Lake View Rd",Mumbai,MH,400001,Express delivery
Polaris Retail,polaris.retail@nexusmail.com,+91-8310352875,12.26,25,CASE-6957,Barcode Scanner USB,"404, Market Complex",Kolkata,WB,700001,Fragile items
GlobalMart,globalmart@rediffmail.com,+91-7583740822,248.10,43,PACK-5936,Water Filter Cartridge,"514, College Road",Mysore,KA,570001,Office hours only
Acme Corp,acme.corp@icloud.com,+91-7615915799,198.91,5,LIGHT-4947,Tamper Seal 100pk,"96, Ring Road",Tiruvananthapuram,KL,695001,Express delivery
Zenith Group,zenith.group@outlook.com,+91-9691173000,14.23,10,GADGET-4277,Packing Tape 36yd,"184, Industrial Blvd",Coimbatore,TN,641001,
Zenith Group,zenith.group@fastmail.com,+91-7332295966,24.38,30,PACK-0201,Lithium Battery Pack,"327, Industrial Blvd",Kolkata,WB,700001,
Crest Enterprises,crest.enterprises@fastmail.com,+91-9196062652,6.04,44,SEAL-0894,Tablet Folio Case,"436, Business Center",Visakhapatnam,AP,530001,
Astra Corporation,astra.corporation@yahoo.com,+91-8097980126,8.11,33,PACK-1830,AA Rechargeable 4pk,"435, Market Complex",Vadodara,GJ,390001,
Helix Suppliers,helix.suppliers@proton.me,+91-8933843795,29.34,10,LIGHT-8437,Mobile Computer PDA,"746, College Road",Chennai,TN,600001,
Delta Commerce,delta.commerce@proton.me,+91-8604370325,13.15,30,PACK-0821,Barcode Scanner USB,"703, Ring Road",Hyderabad,TS,500001,
Pinnacle Wholesale,pinnacle.wholesale@proton.me,+91-8778445027,16.06,44,BATT-4805,Shipping Box S,"428, Main St",Srinagar,JK,190001,Rush delivery needed
Delta Commerce,delta.commerce@rediffmail.com,+91-9398314798,90.37,41,CART-6492,Noise Canceling Headphones,"180, Park Ave",Rajkot,GJ,360001,Call before delivery
Omega Brands,omega.brands@yahoo.com,+91-9925246004,9.52,47,PACK-7505,Mobile Computer PDA,"250, Bazaar Street",Jaipur,RJ,302001,Standard shipping
Eclipse Logistics,eclipse.logistics@fastmail.com,+91-7480889869,59.30,3,PRINT-1657,Shipping Box L,"525, Station Road",Guwahati,AS,781001,Rush delivery needed
GlobalMart,globalmart@rediffmail.com,+91-7841695576,11.08,28,TOOL-7102,USB-C Hub 7-in-1,"813, Technology Park",Rajkot,GJ,360001,
Crest Enterprises,crest.enterprises@company.in,+91-7798716400,23.15,40,PACK-9394,Nitrile Gloves M 100pk,"221, Hospital Road",Rajkot,GJ,360001,
Cascade Imports,cascade.imports@proton.me,+91-7149889249,19.10,48,PACK-2970,Phone Case Silicone,"280, Main St",Faridabad,HR,121001,
Orion Industries,orion.industries@nexusmail.com,+91-8963093211,12.09,27,FILTER-1592,Bluetooth Speaker,"231, Main St",Delhi,DL,110001,Express delivery
Polaris Retail,polaris.retail@rediffmail.com,+91-8996670377,599.14,5,RACK-6894,Label Printer 4x6,"610, Ring Road",Ludhiana,PB,141001,
Omega Brands,omega.brands@proton.me,+91-8134968246,29.36,36,CABLE-7569,Cut Resistant Gloves L,"216, Market Complex",Chandigarh,CH,160001,Call before delivery
Polaris Retail,polaris.retail@outlook.com,+91-8872020303,11.12,17,PRINT-7972,Platform Truck 600lb,"354, Park Ave",Visakhapatnam,AP,530001,
Reliable Retail,reliable.retail@fastmail.com,+91-9210271260,15.99,20,WIDGET-2555,Mobile Computer PDA,"599, Industrial Blvd",Allahabad,UP,211001,Express delivery
Nova Distributors,nova.distributors@rediffmail.com,+91-8823374324,16.00,27,AUDIO-6149,Utility Cart 300lb,"135, Sector",Coimbatore,TN,641001,Leave at front door
Nova Distributors,nova.distributors@yahoo.com,+91-8870247925,23.84,26,BATT-2607,Bubble Wrap Roll,"564, Sector",Kolkata,WB,700001,Handle with care
Apex Ventures,apex.ventures@nexusmail.com,+91-9065223846,19.27,39,PRINT-5207,Warehouse Vest Orange,"549, Market Complex",Kochi,KL,682001,Call before delivery
Zenith Group,zenith.group@nexusmail.com,+91-7514333281,7.14,32,PACK-4726,Aluminum Widget,"546, College Road",Tiruvananthapuram,KL,695001,Express delivery
Metro Supplies,metro.supplies@zoho.com,+91-8370064823,34.52,44,SEAL-3095,Label Printer 4x6,"30, Tower Road",Nagpur,MH,440001,
Quantum Distribution,quantum.distribution@outlook.com,+91-7074852601,90.27,6,SCAN-4096,Lithium Battery Pack,"583, MG Road",Udaipur,RJ,313001,Standard shipping
Sigma Networks,sigma.networks@yahoo.com,+91-8275782359,91.52,2,UNIF-3163,Lithium Battery Pack,"469, Ring Road",Allahabad,UP,211001,
Astra Corporation,astra.corporation@nexusmail.com,+91-7212314048,39.28,31,LIGHT-9464,Address Label 100pk,"471, Technology Park",Nagpur,MH,440001,Leave at front door
Titan Trading,titan.trading@icloud.com,+91-9101624569,21.88,16,SCAN-5428,Lithium Battery Pack,"251, Lake View Rd",Vadodara,GJ,390001,Weekend delivery
Astra Corporation,astra.corporation@yahoo.com,+91-9841178126,90.72,48,GLOVE-6314,Precision Tool Kit,"802, Sector",Mumbai,MH,400001,Standard shipping
Pinnacle Wholesale,pinnacle.wholesale@fastmail.com,+91-9342113109,90.58,46,LABEL-7878,Smart Gadget Lite,"300, Hospital Road",Pune,MH,411001,Weekend delivery
Zenith Group,zenith.group@gmail.com,+91-8404326260,23.51,26,ELEC-2392,Wireless Charger Pad,"777, College Road",Allahabad,UP,211001,Express delivery
Crest Enterprises,crest.enterprises@yahoo.com,+91-9991641859,4.62,24,GLOVE-3443,Wireless Charger Pad,"100, Ring Road",Surat,GJ,395001,Fragile items
Atlas Merchants,atlas.merchants@yahoo.com,+91-7851954884,21.00,46,CASE-7286,Water Filter Cartridge,"807, Lake View Rd",Guwahati,AS,781001,
Polaris Retail,polaris.retail@company.in,+91-8709747805,91.04,39,WIDGET-3622,Shipping Box M,"578, Ring Road",Faridabad,HR,121001,Fragile items
Polaris Retail,polaris.retail@company.in,+91-8557467653,80.26,46,CASE-2531,HDMI Cable 6ft,"151, Tower Road",Rajkot,GJ,360001,Leave at front door
Elite Traders,elite.traders@proton.me,+91-8911149709,58.10,41,CABLE-9573,Aluminum Widget,"266, Ring Road",Nashik,MH,422001,Gift wrap please
Astra Corporation,astra.corporation@fastmail.com,+91-8127994390,15.46,26,CABLE-9620,Warehouse Vest Orange,"322, Market Complex",Goa,GA,403001,Fragile items
Apex Ventures,apex.ventures@proton.me,+91-7574773438,81.47,42,PACK-0234,Precision Tool Kit,"351, Technology Park",Mysore,KA,570001,Express delivery
Elite Traders,elite.traders@nexusmail.com,+91-9586225675,20.42,10,PRINT-3227,Shipping Box S,"511, Lake View Rd",Ludhiana,PB,141001,
Crest Enterprises,crest.enterprises@gmail.com,+91-8305792103,39.44,15,ELEC-5399,Warehouse Vest Orange,"69, Business Center",Goa,GA,403001,Rush delivery needed
Omega Brands,omega.brands@fastmail.com,+91-7812542072,49.78,6,CHARG-2994,Receipt Printer Thermal,"879, Technology Park",Bhubaneswar,OD,751001,Weekend delivery
Quantum Distribution,quantum.distribution@zoho.com,+91-7299334905,89.05,3,TOOL-2172,Safety Goggles Anti-Fog,"311, Main St",Nagpur,MH,440001,Leave at front door
Reliable Retail,reliable.retail@nexusmail.com,+91-8759416695,249.90,38,FILTER-1197,LED Desk Lamp,"490, Park Ave",Agra,UP,282001,Handle with care
Delta Commerce,delta.commerce@yahoo.com,+91-8960473862,35.16,13,CASE-9328,Aluminum Widget,"596, Sector",Chandigarh,CH,160001,Gift wrap please
Phoenix Trade,phoenix.trade@yahoo.com,+91-9080590532,198.77,50,LABEL-0009,Wireless Charger Pad,"773, Sector",Vadodara,GJ,390001,
Nova Distributors,nova.distributors@company.in,+91-8684947192,19.30,41,PRINT-4910,Wireless Charger Pad,"889, Market Complex",Mysore,KA,570001,Express delivery
Quantum Distribution,quantum.distribution@rediffmail.com,+91-8441924610,350.00,44,BATT-7989,Aluminum Widget,"327, Bazaar Street",Faridabad,HR,121001,
Vega Exports,vega.exports@zoho.com,+91-9205249929,18.25,11,ELEC-7262,Water Filter Cartridge,"654, MG Road",Mysore,KA,570001,Standard shipping
Omega Brands,omega.brands@outlook.com,+91-8006675769,36.04,50,CASE-5244,Safety Goggles Anti-Fog,"484, Park Ave",Indore,MP,452001,Gift wrap please
Titan Trading,titan.trading@company.in,+91-9511361935,8.29,37,BATT-2588,Mobile Computer PDA,"679, Industrial Blvd",Bhopal,MP,462001,Gift wrap please
